Nr okręgu,Nr obwodu,Kandydat,Liczba głosów
5,169,HINC Przemysław Jakub,23
5,169,JAŚKOWIAK Jacek,628
5,169,LEWANDOWSKI Tomasz Jacek,112
5,169,PUCEK Jarosław,83
5,169,ZYSK Tadeusz,118
5,170,BONK-HAMMERMEISTER Dorota Magdalena,30
5,170,BRATKOWSKI Wojciech,16
5,170,HINC Przemysław Jakub,17
5,170,JAŚKOWIAK Jacek,501
5,170,LEWANDOWSKI Tomasz Jacek,112
5,170,PUCEK Jarosław,83
5,170,ZYSK Tadeusz,172
5,171,BONK-HAMMERMEISTER Dorota Magdalena,39
5,171,BRATKOWSKI Wojciech,10
5,171,HINC Przemysław Jakub,28
5,171,JAŚKOWIAK Jacek,506
5,171,LEWANDOWSKI Tomasz Jacek,53
5,171,PUCEK Jarosław,79
5,171,ZYSK Tadeusz,200
5,172,BONK-HAMMERMEISTER Dorota Magdalena,33
5,172,BRATKOWSKI Wojciech,12
5,172,HINC Przemysław Jakub,11
5,172,JAŚKOWIAK Jacek,397
5,172,LEWANDOWSKI Tomasz Jacek,51
5,172,PUCEK Jarosław,69
5,172,ZYSK Tadeusz,172
5,173,BONK-HAMMERMEISTER Dorota Magdalena,36
5,173,BRATKOWSKI Wojciech,11
5,173,HINC Przemysław Jakub,27
5,173,JAŚKOWIAK Jacek,459
5,173,LEWANDOWSKI Tomasz Jacek,44
5,173,PUCEK Jarosław,85
5,173,ZYSK Tadeusz,250
5,174,BONK-HAMMERMEISTER Dorota Magdalena,15
5,174,BRATKOWSKI Wojciech,19
5,174,HINC Przemysław Jakub,24
5,174,JAŚKOWIAK Jacek,408
5,174,LEWANDOWSKI Tomasz Jacek,40
5,174,PUCEK Jarosław,68
5,174,ZYSK Tadeusz,261
5,175,BONK-HAMMERMEISTER Dorota Magdalena,22
5,175,BRATKOWSKI Wojciech,14
5,175,HINC Przemysław Jakub,26
5,175,JAŚKOWIAK Jacek,353
5,175,LEWANDOWSKI Tomasz Jacek,45
5,175,PUCEK Jarosław,65
5,175,ZYSK Tadeusz,172
5,176,BONK-HAMMERMEISTER Dorota Magdalena,32
5,176,BRATKOWSKI Wojciech,17
5,176,HINC Przemysław Jakub,41
5,176,JAŚKOWIAK Jacek,598
5,176,LEWANDOWSKI Tomasz Jacek,62
5,176,PUCEK Jarosław,50
5,176,ZYSK Tadeusz,242
5,177,BONK-HAMMERMEISTER Dorota Magdalena,29
5,177,BRATKOWSKI Wojciech,24
5,177,HINC Przemysław Jakub,38
5,177,JAŚKOWIAK Jacek,665
5,177,LEWANDOWSKI Tomasz Jacek,71
5,177,PUCEK Jarosław,74
5,177,ZYSK Tadeusz,280
5,178,BONK-HAMMERMEISTER Dorota Magdalena,29
5,178,BRATKOWSKI Wojciech,18
5,178,HINC Przemysław Jakub,12
5,178,JAŚKOWIAK Jacek,470
5,178,LEWANDOWSKI Tomasz Jacek,37
5,178,PUCEK Jarosław,44
5,178,ZYSK Tadeusz,203
5,179,BONK-HAMMERMEISTER Dorota Magdalena,24
5,179,BRATKOWSKI Wojciech,16
5,179,HINC Przemysław Jakub,37
5,179,JAŚKOWIAK Jacek,419
5,179,LEWANDOWSKI Tomasz Jacek,39
5,179,PUCEK Jarosław,65
5,179,ZYSK Tadeusz,219
5,180,BONK-HAMMERMEISTER Dorota Magdalena,23
5,180,BRATKOWSKI Wojciech,22
5,180,HINC Przemysław Jakub,28
5,180,JAŚKOWIAK Jacek,634
5,180,LEWANDOWSKI Tomasz Jacek,58
5,180,PUCEK Jarosław,77
5,180,ZYSK Tadeusz,202
5,181,BONK-HAMMERMEISTER Dorota Magdalena,49
5,181,BRATKOWSKI Wojciech,19
5,181,HINC Przemysław Jakub,28
5,181,JAŚKOWIAK Jacek,610
5,181,LEWANDOWSKI Tomasz Jacek,75
5,181,PUCEK Jarosław,102
5,181,ZYSK Tadeusz,238
5,182,BONK-HAMMERMEISTER Dorota Magdalena,35
5,182,BRATKOWSKI Wojciech,17
5,182,HINC Przemysław Jakub,29
5,182,JAŚKOWIAK Jacek,614
5,182,LEWANDOWSKI Tomasz Jacek,55
5,182,PUCEK Jarosław,67
5,182,ZYSK Tadeusz,153
5,183,BONK-HAMMERMEISTER Dorota Magdalena,30
5,183,BRATKOWSKI Wojciech,17
5,183,HINC Przemysław Jakub,21
5,183,JAŚKOWIAK Jacek,899
5,183,LEWANDOWSKI Tomasz Jacek,61
5,183,PUCEK Jarosław,66
5,183,ZYSK Tadeusz,270
5,184,BONK-HAMMERMEISTER Dorota Magdalena,57
5,184,BRATKOWSKI Wojciech,30
5,184,HINC Przemysław Jakub,26
5,184,JAŚKOWIAK Jacek,1010
5,184,LEWANDOWSKI Tomasz Jacek,65
5,184,PUCEK Jarosław,84
5,184,ZYSK Tadeusz,254
5,185,BONK-HAMMERMEISTER Dorota Magdalena,29
5,185,BRATKOWSKI Wojciech,11
5,185,HINC Przemysław Jakub,23
5,185,JAŚKOWIAK Jacek,667
5,185,LEWANDOWSKI Tomasz Jacek,61
5,185,PUCEK Jarosław,65
5,185,ZYSK Tadeusz,226
6,186,BONK-HAMMERMEISTER Dorota Magdalena,22
6,186,BRATKOWSKI Wojciech,35
6,186,HINC Przemysław Jakub,29
6,186,JAŚKOWIAK Jacek,510
6,186,LEWANDOWSKI Tomasz Jacek,38
6,186,PUCEK Jarosław,53
6,186,ZYSK Tadeusz,237
6,187,BONK-HAMMERMEISTER Dorota Magdalena,48
6,187,BRATKOWSKI Wojciech,31
6,187,HINC Przemysław Jakub,32
6,187,JAŚKOWIAK Jacek,815
6,187,LEWANDOWSKI Tomasz Jacek,66
6,187,PUCEK Jarosław,120
6,187,ZYSK Tadeusz,298
6,188,BONK-HAMMERMEISTER Dorota Magdalena,34
6,188,BRATKOWSKI Wojciech,35
6,188,HINC Przemysław Jakub,24
6,188,JAŚKOWIAK Jacek,631
6,188,LEWANDOWSKI Tomasz Jacek,56
6,188,PUCEK Jarosław,93
6,188,ZYSK Tadeusz,363
6,189,BONK-HAMMERMEISTER Dorota Magdalena,36
6,189,BRATKOWSKI Wojciech,39
6,189,HINC Przemysław Jakub,29
6,189,JAŚKOWIAK Jacek,672
6,189,LEWANDOWSKI Tomasz Jacek,55
6,189,PUCEK Jarosław,96
6,189,ZYSK Tadeusz,273
6,190,BONK-HAMMERMEISTER Dorota Magdalena,45
6,190,BRATKOWSKI Wojciech,106
6,190,HINC Przemysław Jakub,18
6,190,JAŚKOWIAK Jacek,784
6,190,LEWANDOWSKI Tomasz Jacek,60
6,190,PUCEK Jarosław,83
6,190,ZYSK Tadeusz,232
6,191,BONK-HAMMERMEISTER Dorota Magdalena,67
6,191,BRATKOWSKI Wojciech,70
6,191,HINC Przemysław Jakub,17
6,191,JAŚKOWIAK Jacek,664
6,191,LEWANDOWSKI Tomasz Jacek,70
6,191,PUCEK Jarosław,66
6,191,ZYSK Tadeusz,169
6,192,BONK-HAMMERMEISTER Dorota Magdalena,89
6,192,BRATKOWSKI Wojciech,145
6,192,HINC Przemysław Jakub,21
6,192,JAŚKOWIAK Jacek,753
6,192,LEWANDOWSKI Tomasz Jacek,82
6,192,PUCEK Jarosław,84
6,192,ZYSK Tadeusz,214
6,193,BONK-HAMMERMEISTER Dorota Magdalena,48
6,193,BRATKOWSKI Wojciech,54
6,193,HINC Przemysław Jakub,29
6,193,JAŚKOWIAK Jacek,958
6,193,LEWANDOWSKI Tomasz Jacek,110
6,193,PUCEK Jarosław,124
6,193,ZYSK Tadeusz,322
6,194,BONK-HAMMERMEISTER Dorota Magdalena,49
6,194,BRATKOWSKI Wojciech,26
6,194,HINC Przemysław Jakub,18
6,194,JAŚKOWIAK Jacek,603
6,194,LEWANDOWSKI Tomasz Jacek,68
6,194,PUCEK Jarosław,81
6,194,ZYSK Tadeusz,249
6,195,BONK-HAMMERMEISTER Dorota Magdalena,53
6,195,BRATKOWSKI Wojciech,32
6,195,HINC Przemysław Jakub,38
6,195,JAŚKOWIAK Jacek,765
6,195,LEWANDOWSKI Tomasz Jacek,59
6,195,PUCEK Jarosław,81
6,195,ZYSK Tadeusz,219
6,196,BONK-HAMMERMEISTER Dorota Magdalena,66
6,196,BRATKOWSKI Wojciech,23
6,196,HINC Przemysław Jakub,28
6,196,JAŚKOWIAK Jacek,764
6,196,LEWANDOWSKI Tomasz Jacek,97
6,196,PUCEK Jarosław,95
6,196,ZYSK Tadeusz,240
6,197,BONK-HAMMERMEISTER Dorota Magdalena,31
6,197,BRATKOWSKI Wojciech,27
6,197,HINC Przemysław Jakub,32
6,197,JAŚKOWIAK Jacek,723
6,197,LEWANDOWSKI Tomasz Jacek,98
6,197,PUCEK Jarosław,97
6,197,ZYSK Tadeusz,320
6,198,BONK-HAMMERMEISTER Dorota Magdalena,39
6,198,BRATKOWSKI Wojciech,23
6,198,HINC Przemysław Jakub,39
6,198,JAŚKOWIAK Jacek,611
6,198,LEWANDOWSKI Tomasz Jacek,82
6,198,PUCEK Jarosław,65
6,198,ZYSK Tadeusz,224
6,199,BONK-HAMMERMEISTER Dorota Magdalena,38
6,199,BRATKOWSKI Wojciech,32
6,199,HINC Przemysław Jakub,27
6,199,JAŚKOWIAK Jacek,705
6,199,LEWANDOWSKI Tomasz Jacek,107
6,199,PUCEK Jarosław,95
6,199,ZYSK Tadeusz,238
6,200,BONK-HAMMERMEISTER Dorota Magdalena,27
6,200,BRATKOWSKI Wojciech,24
6,200,HINC Przemysław Jakub,28
6,200,JAŚKOWIAK Jacek,678
6,200,LEWANDOWSKI Tomasz Jacek,83
6,200,PUCEK Jarosław,91
6,200,ZYSK Tadeusz,238
6,201,BONK-HAMMERMEISTER Dorota Magdalena,38
6,201,BRATKOWSKI Wojciech,19
6,201,HINC Przemysław Jakub,30
6,201,JAŚKOWIAK Jacek,720
6,201,LEWANDOWSKI Tomasz Jacek,101
6,201,PUCEK Jarosław,83
6,201,ZYSK Tadeusz,249
6,202,BONK-HAMMERMEISTER Dorota Magdalena,42
6,202,BRATKOWSKI Wojciech,24
6,202,HINC Przemysław Jakub,41
6,202,JAŚKOWIAK Jacek,908
6,202,LEWANDOWSKI Tomasz Jacek,84
6,202,PUCEK Jarosław,103
6,202,ZYSK Tadeusz,242
6,203,BONK-HAMMERMEISTER Dorota Magdalena,35
6,203,BRATKOWSKI Wojciech,25
6,203,HINC Przemysław Jakub,16
6,203,JAŚKOWIAK Jacek,767
6,203,LEWANDOWSKI Tomasz Jacek,96
6,203,PUCEK Jarosław,75
6,203,ZYSK Tadeusz,223
6,204,BONK-HAMMERMEISTER Dorota Magdalena,29
6,204,BRATKOWSKI Wojciech,18
6,204,HINC Przemysław Jakub,36
6,204,JAŚKOWIAK Jacek,746
6,204,LEWANDOWSKI Tomasz Jacek,83
6,204,PUCEK Jarosław,75
6,204,ZYSK Tadeusz,225
6,205,BONK-HAMMERMEISTER Dorota Magdalena,32
6,205,BRATKOWSKI Wojciech,23
6,205,HINC Przemysław Jakub,24
6,205,JAŚKOWIAK Jacek,770
6,205,LEWANDOWSKI Tomasz Jacek,122
6,205,PUCEK Jarosław,84
6,205,ZYSK Tadeusz,204
6,206,BONK-HAMMERMEISTER Dorota Magdalena,42
6,206,BRATKOWSKI Wojciech,18
6,206,HINC Przemysław Jakub,29
6,206,JAŚKOWIAK Jacek,646
6,206,LEWANDOWSKI Tomasz Jacek,97
6,206,PUCEK Jarosław,86
6,206,ZYSK Tadeusz,251
6,207,BONK-HAMMERMEISTER Dorota Magdalena,40
6,207,BRATKOWSKI Wojciech,27
6,207,HINC Przemysław Jakub,31
6,207,JAŚKOWIAK Jacek,646
6,207,LEWANDOWSKI Tomasz Jacek,103
6,207,PUCEK Jarosław,88
6,207,ZYSK Tadeusz,244
6,208,BONK-HAMMERMEISTER Dorota Magdalena,46
6,208,BRATKOWSKI Wojciech,16
6,208,HINC Przemysław Jakub,25
6,208,JAŚKOWIAK Jacek,681
6,208,LEWANDOWSKI Tomasz Jacek,67
6,208,PUCEK Jarosław,101
6,208,ZYSK Tadeusz,203
6,209,BONK-HAMMERMEISTER Dorota Magdalena,49
6,209,BRATKOWSKI Wojciech,28
6,209,HINC Przemysław Jakub,30
6,209,JAŚKOWIAK Jacek,799
6,209,LEWANDOWSKI Tomasz Jacek,84
6,209,PUCEK Jarosław,91
6,209,ZYSK Tadeusz,154
6,210,BONK-HAMMERMEISTER Dorota Magdalena,48
6,210,BRATKOWSKI Wojciech,14
6,210,HINC Przemysław Jakub,21
6,210,JAŚKOWIAK Jacek,656
6,210,LEWANDOWSKI Tomasz Jacek,109
6,210,PUCEK Jarosław,72
6,210,ZYSK Tadeusz,251
6,211,BONK-HAMMERMEISTER Dorota Magdalena,49
6,211,BRATKOWSKI Wojciech,17
6,211,HINC Przemysław Jakub,26
6,211,JAŚKOWIAK Jacek,816
6,211,LEWANDOWSKI Tomasz Jacek,90
6,211,PUCEK Jarosław,97
6,211,ZYSK Tadeusz,205
6,212,BONK-HAMMERMEISTER Dorota Magdalena,21
6,212,BRATKOWSKI Wojciech,28
6,212,HINC Przemysław Jakub,21
6,212,JAŚKOWIAK Jacek,645
6,212,LEWANDOWSKI Tomasz Jacek,122
6,212,PUCEK Jarosław,60
6,212,ZYSK Tadeusz,219
6,213,BONK-HAMMERMEISTER Dorota Magdalena,34
6,213,BRATKOWSKI Wojciech,14
6,213,HINC Przemysław Jakub,37
6,213,JAŚKOWIAK Jacek,578
6,213,LEWANDOWSKI Tomasz Jacek,65
6,213,PUCEK Jarosław,75
6,213,ZYSK Tadeusz,248
6,214,BONK-HAMMERMEISTER Dorota Magdalena,44
6,214,BRATKOWSKI Wojciech,18
6,214,HINC Przemysław Jakub,19
6,214,JAŚKOWIAK Jacek,725
6,214,LEWANDOWSKI Tomasz Jacek,109
6,214,PUCEK Jarosław,82
6,214,ZYSK Tadeusz,186
6,215,BONK-HAMMERMEISTER Dorota Magdalena,35
6,215,BRATKOWSKI Wojciech,22
6,215,HINC Przemysław Jakub,32
6,215,JAŚKOWIAK Jacek,624
6,215,LEWANDOWSKI Tomasz Jacek,83
6,215,PUCEK Jarosław,87
6,215,ZYSK Tadeusz,234
6,216,BONK-HAMMERMEISTER Dorota Magdalena,26
6,216,BRATKOWSKI Wojciech,7
6,216,HINC Przemysław Jakub,17
6,216,JAŚKOWIAK Jacek,520
6,216,LEWANDOWSKI Tomasz Jacek,132
6,216,PUCEK Jarosław,67
6,216,ZYSK Tadeusz,227
6,217,BONK-HAMMERMEISTER Dorota Magdalena,36
6,217,BRATKOWSKI Wojciech,15
6,217,HINC Przemysław Jakub,25
6,217,JAŚKOWIAK Jacek,528
6,217,LEWANDOWSKI Tomasz Jacek,83
6,217,PUCEK Jarosław,68
6,217,ZYSK Tadeusz,231
6,218,BONK-HAMMERMEISTER Dorota Magdalena,52
6,218,BRATKOWSKI Wojciech,23
6,218,HINC Przemysław Jakub,23
6,218,JAŚKOWIAK Jacek,968
6,218,LEWANDOWSKI Tomasz Jacek,105
6,218,PUCEK Jarosław,91
6,218,ZYSK Tadeusz,198
6,219,BONK-HAMMERMEISTER Dorota Magdalena,47
6,219,BRATKOWSKI Wojciech,20
6,219,HINC Przemysław Jakub,24
6,219,JAŚKOWIAK Jacek,719
6,219,LEWANDOWSKI Tomasz Jacek,109
6,219,PUCEK Jarosław,71
6,219,ZYSK Tadeusz,193
6,220,BONK-HAMMERMEISTER Dorota Magdalena,38
6,220,BRATKOWSKI Wojciech,24
6,220,HINC Przemysław Jakub,21
6,220,JAŚKOWIAK Jacek,842
6,220,LEWANDOWSKI Tomasz Jacek,102
6,220,PUCEK Jarosław,94
6,220,ZYSK Tadeusz,111
6,221,BONK-HAMMERMEISTER Dorota Magdalena,37
6,221,BRATKOWSKI Wojciech,11
6,221,HINC Przemysław Jakub,22
6,221,JAŚKOWIAK Jacek,513
6,221,LEWANDOWSKI Tomasz Jacek,64
6,221,PUCEK Jarosław,70
6,221,ZYSK Tadeusz,163
6,222,BONK-HAMMERMEISTER Dorota Magdalena,42
6,222,BRATKOWSKI Wojciech,20
6,222,HINC Przemysław Jakub,30
6,222,JAŚKOWIAK Jacek,854
6,222,LEWANDOWSKI Tomasz Jacek,84
6,222,PUCEK Jarosław,99
6,222,ZYSK Tadeusz,274
6,223,BONK-HAMMERMEISTER Dorota Magdalena,48
6,223,BRATKOWSKI Wojciech,26
6,223,HINC Przemysław Jakub,21
6,223,JAŚKOWIAK Jacek,654
6,223,LEWANDOWSKI Tomasz Jacek,58
6,223,PUCEK Jarosław,123
6,223,ZYSK Tadeusz,267
1,224,BONK-HAMMERMEISTER Dorota Magdalena,2
1,224,BRATKOWSKI Wojciech,0
1,224,HINC Przemysław Jakub,2
1,224,JAŚKOWIAK Jacek,26
1,224,LEWANDOWSKI Tomasz Jacek,8
1,224,PUCEK Jarosław,0
1,224,ZYSK Tadeusz,15
1,225,BONK-HAMMERMEISTER Dorota Magdalena,0
1,225,BRATKOWSKI Wojciech,2
1,225,HINC Przemysław Jakub,0
1,225,JAŚKOWIAK Jacek,21
1,225,LEWANDOWSKI Tomasz Jacek,2
1,225,PUCEK Jarosław,1
1,225,ZYSK Tadeusz,11
1,226,BONK-HAMMERMEISTER Dorota Magdalena,2
1,226,BRATKOWSKI Wojciech,1
1,226,HINC Przemysław Jakub,1
1,226,JAŚKOWIAK Jacek,3
1,226,LEWANDOWSKI Tomasz Jacek,1
1,226,PUCEK Jarosław,0
1,226,ZYSK Tadeusz,13
1,227,BONK-HAMMERMEISTER Dorota Magdalena,0
1,227,BRATKOWSKI Wojciech,0
1,227,HINC Przemysław Jakub,0
1,227,JAŚKOWIAK Jacek,2
1,227,LEWANDOWSKI Tomasz Jacek,0
1,227,PUCEK Jarosław,1
1,227,ZYSK Tadeusz,1
1,228,BONK-HAMMERMEISTER Dorota Magdalena,0
1,228,BRATKOWSKI Wojciech,1
1,228,HINC Przemysław Jakub,0
1,228,JAŚKOWIAK Jacek,3
1,228,LEWANDOWSKI Tomasz Jacek,2
1,228,PUCEK Jarosław,0
1,228,ZYSK Tadeusz,6
1,229,BONK-HAMMERMEISTER Dorota Magdalena,0
1,229,BRATKOWSKI Wojciech,0
1,229,HINC Przemysław Jakub,0
1,229,JAŚKOWIAK Jacek,0
1,229,LEWANDOWSKI Tomasz Jacek,0
1,229,PUCEK Jarosław,0
1,229,ZYSK Tadeusz,1
1,230,BONK-HAMMERMEISTER Dorota Magdalena,1
1,230,BRATKOWSKI Wojciech,0
1,230,HINC Przemysław Jakub,1
1,230,JAŚKOWIAK Jacek,12
1,230,LEWANDOWSKI Tomasz Jacek,1
1,230,PUCEK Jarosław,0
1,230,ZYSK Tadeusz,2
1,231,BONK-HAMMERMEISTER Dorota Magdalena,2
1,231,BRATKOWSKI Wojciech,1
1,231,HINC Przemysław Jakub,0
1,231,JAŚKOWIAK Jacek,8
1,231,LEWANDOWSKI Tomasz Jacek,0
1,231,PUCEK Jarosław,3
1,231,ZYSK Tadeusz,8
1,232,BONK-HAMMERMEISTER Dorota Magdalena,3
1,232,BRATKOWSKI Wojciech,2
1,232,HINC Przemysław Jakub,1
1,232,JAŚKOWIAK Jacek,7
1,232,LEWANDOWSKI Tomasz Jacek,5
1,232,PUCEK Jarosław,1
1,232,ZYSK Tadeusz,8
2,233,BONK-HAMMERMEISTER Dorota Magdalena,0
2,233,BRATKOWSKI Wojciech,2
2,233,HINC Przemysław Jakub,2
2,233,JAŚKOWIAK Jacek,17
2,233,LEWANDOWSKI Tomasz Jacek,8
2,233,PUCEK Jarosław,5
2,233,ZYSK Tadeusz,25
2,234,BONK-HAMMERMEISTER Dorota Magdalena,0
2,234,BRATKOWSKI Wojciech,0
2,234,HINC Przemysław Jakub,0
2,234,JAŚKOWIAK Jacek,36
2,234,LEWANDOWSKI Tomasz Jacek,2
2,234,PUCEK Jarosław,2
2,234,ZYSK Tadeusz,21
2,235,BONK-HAMMERMEISTER Dorota Magdalena,0
2,235,BRATKOWSKI Wojciech,0
2,235,HINC Przemysław Jakub,1
2,235,JAŚKOWIAK Jacek,12
2,235,LEWANDOWSKI Tomasz Jacek,1
2,235,PUCEK Jarosław,0
2,235,ZYSK Tadeusz,2
3,236,BONK-HAMMERMEISTER Dorota Magdalena,1
3,236,BRATKOWSKI Wojciech,0
3,236,HINC Przemysław Jakub,0
3,236,JAŚKOWIAK Jacek,16
3,236,LEWANDOWSKI Tomasz Jacek,1
3,236,PUCEK Jarosław,1
3,236,ZYSK Tadeusz,7
3,237,BONK-HAMMERMEISTER Dorota Magdalena,1
3,237,BRATKOWSKI Wojciech,1
3,237,HINC Przemysław Jakub,0
3,237,JAŚKOWIAK Jacek,5
3,237,LEWANDOWSKI Tomasz Jacek,1
3,237,PUCEK Jarosław,1
3,237,ZYSK Tadeusz,4
3,238,BONK-HAMMERMEISTER Dorota Magdalena,6
3,238,BRATKOWSKI Wojciech,3
3,238,HINC Przemysław Jakub,4
3,238,JAŚKOWIAK Jacek,26
3,238,LEWANDOWSKI Tomasz Jacek,4
3,238,PUCEK Jarosław,5
3,238,ZYSK Tadeusz,6
3,239,BONK-HAMMERMEISTER Dorota Magdalena,0
3,239,BRATKOWSKI Wojciech,1
3,239,HINC Przemysław Jakub,3
3,239,JAŚKOWIAK Jacek,18
3,239,LEWANDOWSKI Tomasz Jacek,5
3,239,PUCEK Jarosław,2
3,239,ZYSK Tadeusz,13
3,240,BONK-HAMMERMEISTER Dorota Magdalena,0
3,240,BRATKOWSKI Wojciech,0
3,240,HINC Przemysław Jakub,2
3,240,JAŚKOWIAK Jacek,22
3,240,LEWANDOWSKI Tomasz Jacek,6
3,240,PUCEK Jarosław,4
3,240,ZYSK Tadeusz,9
3,241,BONK-HAMMERMEISTER Dorota Magdalena,1
3,241,BRATKOWSKI Wojciech,1
3,241,HINC Przemysław Jakub,1
3,241,JAŚKOWIAK Jacek,24
3,241,LEWANDOWSKI Tomasz Jacek,4
3,241,PUCEK Jarosław,3
3,241,ZYSK Tadeusz,19
3,242,BONK-HAMMERMEISTER Dorota Magdalena,0
3,242,BRATKOWSKI Wojciech,0
3,242,HINC Przemysław Jakub,0
3,242,JAŚKOWIAK Jacek,2
3,242,LEWANDOWSKI Tomasz Jacek,0
3,242,PUCEK Jarosław,2
3,242,ZYSK Tadeusz,44
3,243,BONK-HAMMERMEISTER Dorota Magdalena,0
3,243,BRATKOWSKI Wojciech,1
3,243,HINC Przemysław Jakub,0
3,243,JAŚKOWIAK Jacek,6
3,243,LEWANDOWSKI Tomasz Jacek,1
3,243,PUCEK Jarosław,0
3,243,ZYSK Tadeusz,8
4,244,BONK-HAMMERMEISTER Dorota Magdalena,1
4,244,BRATKOWSKI Wojciech,0
4,244,HINC Przemysław Jakub,0
4,244,JAŚKOWIAK Jacek,2
4,244,LEWANDOWSKI Tomasz Jacek,0
4,244,PUCEK Jarosław,0
4,244,ZYSK Tadeusz,39
4,245,BONK-HAMMERMEISTER Dorota Magdalena,1
4,245,BRATKOWSKI Wojciech,1
4,245,HINC Przemysław Jakub,1
4,245,JAŚKOWIAK Jacek,16
4,245,LEWANDOWSKI Tomasz Jacek,3
4,245,PUCEK Jarosław,0
4,245,ZYSK Tadeusz,7
5,246,BONK-HAMMERMEISTER Dorota Magdalena,0
5,246,BRATKOWSKI Wojciech,0
5,246,HINC Przemysław Jakub,0
5,246,JAŚKOWIAK Jacek,13
5,246,LEWANDOWSKI Tomasz Jacek,1
5,246,PUCEK Jarosław,2
5,246,ZYSK Tadeusz,1
5,247,BONK-HAMMERMEISTER Dorota Magdalena,1
5,247,BRATKOWSKI Wojciech,1
5,247,HINC Przemysław Jakub,0
5,247,JAŚKOWIAK Jacek,12
5,247,LEWANDOWSKI Tomasz Jacek,4
5,247,PUCEK Jarosław,1
5,247,ZYSK Tadeusz,5
5,248,BONK-HAMMERMEISTER Dorota Magdalena,0
5,248,BRATKOWSKI Wojciech,0
5,248,HINC Przemysław Jakub,0
5,248,JAŚKOWIAK Jacek,6
5,248,LEWANDOWSKI Tomasz Jacek,0
5,248,PUCEK Jarosław,0
5,248,ZYSK Tadeusz,2
5,249,BONK-HAMMERMEISTER Dorota Magdalena,0
5,249,BRATKOWSKI Wojciech,2
5,249,HINC Przemysław Jakub,1
5,249,JAŚKOWIAK Jacek,14
5,249,LEWANDOWSKI Tomasz Jacek,4
5,249,PUCEK Jarosław,0
5,249,ZYSK Tadeusz,10
5,250,BONK-HAMMERMEISTER Dorota Magdalena,3
5,250,BRATKOWSKI Wojciech,1
5,250,HINC Przemysław Jakub,2
5,250,JAŚKOWIAK Jacek,8
5,250,LEWANDOWSKI Tomasz Jacek,1
5,250,PUCEK Jarosław,0
5,250,ZYSK Tadeusz,32
5,251,BONK-HAMMERMEISTER Dorota Magdalena,1
5,251,BRATKOWSKI Wojciech,0
5,251,HINC Przemysław Jakub,1
5,251,JAŚKOWIAK Jacek,9
5,251,LEWANDOWSKI Tomasz Jacek,2
5,251,PUCEK Jarosław,0
5,251,ZYSK Tadeusz,1
6,252,BONK-HAMMERMEISTER Dorota Magdalena,1
6,252,BRATKOWSKI Wojciech,0
6,252,HINC Przemysław Jakub,0
6,252,JAŚKOWIAK Jacek,10
6,252,LEWANDOWSKI Tomasz Jacek,1
6,252,PUCEK Jarosław,3
6,252,ZYSK Tadeusz,12
